Kinase	Score	Rank	Method	Perc	Qrt	hgnc_symbol	group	KinaseFamily	subfamily
CLK1	0.5088	173	KEA3	0.49714285714285716	3	CLK1	CMGC	CLK	NA
CLK2	0.24201	119	KEA3	0.6571428571428571	2	CLK2	CMGC	CLK	NA
CLK3	0.5372	187	KEA3	0.4514285714285714	3	CLK3	CMGC	CLK	NA
CLK4	1	253	KEA3	0	4	CLK4	CMGC	CLK	NA
CSF1R	0.0255	54	KEA3	0.8428571428571429	1	CSF1R	TK	PDGFR	NA
CSK	0.6764	241	KEA3	0.2885714285714286	3	CSK	TK	CSK	NA
CSNK1A1	0.19116666666666668	107	KEA3	0.6914285714285714	2	CSNK1A1	CK1	CK1	CK1-A
CSNK1A1L	1	253	KEA3	0	4	CSNK1A1L	CK1	CK1	CK1-A
CSNK1D	0.6674233333333334	222	KEA3	0.34285714285714286	3	CSNK1D	CK1	CK1	CK1-D
CSNK1E	0.722	249	KEA3	0.26571428571428574	3	CSNK1E	CK1	CK1	CK1-D
CSNK1G1	0.5056	171	KEA3	0.5028571428571429	2	CSNK1G1	CK1	CK1	CK1-G
CSNK1G2	0.52175	180	KEA3	0.4742857142857143	3	CSNK1G2	CK1	CK1	CK1-G
CSNK1G3	1	253	KEA3	0	4	CSNK1G3	CK1	CK1	CK1-G
CSNK2A1	0.00715	33	KEA3	0.9085714285714286	1	CSNK2A1	CMGC	CK2	NA
CSNK2A2	0.6822333333333334	244	KEA3	0.28	3	CSNK2A2	CMGC	CK2	NA
DAPK1	0.6682266666666666	228	KEA3	0.32571428571428573	3	DAPK1	CAMK	DAPK	DAPK
DAPK3	0.05479333333333333	68	KEA3	0.8028571428571428	1	DAPK3	CAMK	DAPK	DAPK
DCLK1	0.195	110	KEA3	0.6828571428571428	2	DCLK1	CAMK	DCAMKL	NA
DDR1	0.5000605	141	KEA3	0.5942857142857143	2	DDR1	TK	DDR	NA
DDR2	0.00294	23	KEA3	0.9371428571428572	1	DDR2	TK	DDR	NA
DMPK	0.0232	52	KEA3	0.8485714285714285	1	DMPK	AGC	DMPK	GEK
DYRK1A	0.66721	216	KEA3	0.36	3	DYRK1A	CMGC	DYRK	DYRK1
DYRK1B	0.10918666666666667	83	KEA3	0.76	1	DYRK1B	CMGC	DYRK	DYRK1
DYRK2	0.6694933333333334	231	KEA3	0.3171428571428571	3	DYRK2	CMGC	DYRK	DYRK2
DYRK3	1	253	KEA3	0	4	DYRK3	CMGC	DYRK	DYRK2
DYRK4	0.50088	161	KEA3	0.5342857142857143	2	DYRK4	CMGC	DYRK	DYRK2
EEF2K	0.19299999999999998	109	KEA3	0.6857142857142857	2	EEF2K	ATYPICAL	ALPHA	EEF2K
EGFR	0.14209766666666665	95	KEA3	0.7257142857142858	2	EGFR	TK	EGFR	NA
EIF2AK1	1	253	KEA3	0	4	EIF2AK1	OTHER	PEK	HRI
EIF2AK2	0.6674166666666667	220	KEA3	0.3485714285714286	3	EIF2AK2	OTHER	PEK	PKR
EIF2AK3	1	253	KEA3	0	4	EIF2AK3	OTHER	PEK	PEK
EPHA2	1	253	KEA3	0	4	EPHA2	TK	EPH	NA
EPHA3	0.5004095	151	KEA3	0.5628571428571428	2	EPHA3	TK	EPH	NA
EPHA4	1	253	KEA3	0	4	EPHA4	TK	EPH	NA
EPHA8	1	253	KEA3	0	4	EPHA8	TK	EPH	NA
EPHB1	1	253	KEA3	0	4	EPHB1	TK	EPH	NA
EPHB2	1	253	KEA3	0	4	EPHB2	TK	EPH	NA
EPHB3	0.0214	50	KEA3	0.8542857142857143	1	EPHB3	TK	EPH	NA
ERBB2	0.029363	55	KEA3	0.84	1	ERBB2	TK	EGFR	NA
ERBB4	0.0339	59	KEA3	0.8285714285714286	1	ERBB4	TK	EGFR	NA
FASTK	1	253	KEA3	0	4	FASTK	ATYPICAL	FAST	NA
FER	0.03335378	58	KEA3	0.8314285714285714	1	FER	TK	FER	NA
FES	1	253	KEA3	0	4	FES	TK	FER	NA
FGFR1	0.6745666666666666	239	KEA3	0.29428571428571426	3	FGFR1	TK	FGFR	NA
FGFR2	0.502025	166	KEA3	0.52	2	FGFR2	TK	FGFR	NA
FGFR3	0.50168	164	KEA3	0.5257142857142857	2	FGFR3	TK	FGFR	NA
FGFR4	0.500424	152	KEA3	0.56	2	FGFR4	TK	FGFR	NA
FGR	0.1477645	98	KEA3	0.7171428571428572	2	FGR	TK	SRC	SRCA
FLT1	1	253	KEA3	0	4	FLT1	TK	VEGFR	NA
FLT3	0.011	40	KEA3	0.8857142857142857	1	FLT3	TK	PDGFR	NA
FLT4	1	253	KEA3	0	4	FLT4	TK	VEGFR	NA
FRK	0.5357	185	KEA3	0.45714285714285713	3	FRK	TK	SRC	FRK
FYN	0.26068563333333333	123	KEA3	0.6457142857142857	2	FYN	TK	SRC	SRCA
GRK1	0.0296	56	KEA3	0.8371428571428572	1	GRK1	AGC	GRK	GRK
GRK2	0.04370926666666666	65	KEA3	0.8114285714285714	1	GRK2	AGC	GRK	BARK
GRK3	0.044800000000000006	66	KEA3	0.8085714285714286	1	GRK3	AGC	GRK	BARK
GRK5	0.09213533333333333	76	KEA3	0.78	1	GRK5	AGC	GRK	GRK
GRK6	0.35162333333333334	125	KEA3	0.64	2	GRK6	AGC	GRK	GRK
GSK3A	0.666707	203	KEA3	0.40285714285714286	3	GSK3A	CMGC	GSK	NA
GSK3B	7.202666666666666e-5	5	KEA3	0.9885714285714285	1	GSK3B	CMGC	GSK	NA
HASPIN	1	253	KEA3	0	4	HASPIN	OTHER	HASPIN	NA
HCK	0.6666856333333333	201	KEA3	0.4085714285714286	3	HCK	TK	SRC	SRCB
HIPK1	0.500447	154	KEA3	0.5542857142857143	2	HIPK1	CMGC	DYRK	HIPK
HIPK2	0.6786	242	KEA3	0.2857142857142857	3	HIPK2	CMGC	DYRK	HIPK
HIPK3	1	253	KEA3	0	4	HIPK3	CMGC	DYRK	HIPK
HIPK4	0.50001015	139	KEA3	0.6	2	HIPK4	CMGC	DYRK	HIPK
ICK	0.12	86	KEA3	0.7514285714285714	1	CILK1	CMGC	RCK	NA
IGF1R	0.3688	130	KEA3	0.6257142857142857	2	IGF1R	TK	INSR	NA
IKBKB	0.008116666666666666	36	KEA3	0.9	1	IKBKB	OTHER	IKK	NA
IKBKE	0.06682099999999999	70	KEA3	0.7971428571428572	1	IKBKE	OTHER	IKK	NA
ILK	0.6670733333333333	215	KEA3	0.3628571428571429	3	ILK	TKL	MLK	ILK
INSR	0.66707	214	KEA3	0.36857142857142855	3	INSR	TK	INSR	NA
IRAK1	0.50061	159	KEA3	0.54	2	IRAK1	TKL	IRAK	NA
IRAK3	1	253	KEA3	0	4	IRAK3	TKL	IRAK	NA
IRAK4	1	253	KEA3	0	4	IRAK4	TKL	IRAK	NA
ITK	0.6743666666666667	238	KEA3	0.29714285714285715	3	ITK	TK	TEC	NA
JAK1	0.50183	165	KEA3	0.5228571428571429	2	JAK1	TK	JAKA	NA
JAK2	0.6666729333333333	199	KEA3	0.41714285714285715	3	JAK2	TK	JAKA	NA
JAK3	0.66777	225	KEA3	0.3342857142857143	3	JAK3	TK	JAKA	NA
KDR	1	253	KEA3	0	4	KDR	TK	VEGFR	NA
KIT	0.0019	21	KEA3	0.9428571428571428	1	KIT	TK	PDGFR	NA
KSR1	0.0158	45	KEA3	0.8714285714285714	1	KSR1	TKL	RAF	KSR
KSR2	0.00655	30	KEA3	0.9171428571428571	1	KSR2	TKL	RAF	KSR
LATS1	1	253	KEA3	0	4	LATS1	AGC	NDR	NA
LATS2	0.035859999999999996	62	KEA3	0.82	1	LATS2	AGC	NDR	NA
LCK	0.23377866666666666	118	KEA3	0.66	2	LCK	TK	SRC	SRCB
LIMK1	1	253	KEA3	0	4	LIMK1	TKL	LISK	LIMK
LIMK2	0.5488	188	KEA3	0.44857142857142857	3	LIMK2	TKL	LISK	LIMK
LRRK2	0.707	248	KEA3	0.26857142857142857	3	LRRK2	TKL	LRRK	NA
LYN	0.6673366666666667	218	KEA3	0.35428571428571426	3	LYN	TK	SRC	SRCB
MAK	1	253	KEA3	0	4	MAK	CMGC	RCK	NA
MAP2K1	0.6669133333333334	210	KEA3	0.38285714285714284	3	MAP2K1	STE	STE7	MEK1
MAP2K2	0.5226	181	KEA3	0.4714285714285714	3	MAP2K2	STE	STE7	MEK1
MAP2K3	0.253	121	KEA3	0.6514285714285715	2	MAP2K3	STE	STE7	MEK3
MAP2K4	0.6704	232	KEA3	0.3142857142857143	3	MAP2K4	STE	STE7	MEK4
MAP2K6	0.6708	234	KEA3	0.30857142857142855	3	MAP2K6	STE	STE7	MEK3
MAP2K7	0.50139	162	KEA3	0.5314285714285715	2	MAP2K7	STE	STE7	MEK7
MAP3K1	0.229	117	KEA3	0.6628571428571428	2	MAP3K1	STE	STE11	MEKK1
MAP3K10	1	253	KEA3	0	4	MAP3K10	TKL	MLK	MLK
MAP3K11	0.6904666666666667	246	KEA3	0.2742857142857143	3	MAP3K11	TKL	MLK	MLK
MAP3K13	1	253	KEA3	0	4	MAP3K13	TKL	MLK	LZK
MAP3K14	0.6666863333333334	202	KEA3	0.4057142857142857	3	MAP3K14	STE	STE-UNIQUE	NA
MAP3K20	0.00873	37	KEA3	0.8971428571428571	1	MAP3K20	TKL	MLK	ZAK
MAP3K3	1	253	KEA3	0	4	MAP3K3	STE	STE11	MEKK2
MAP3K4	0.0593	69	KEA3	0.8	1	MAP3K4	STE	STE11	MEKK4
MAP3K5	0.09533333333333334	77	KEA3	0.7771428571428571	1	MAP3K5	STE	STE11	ASK
MAP3K6	0.0213	49	KEA3	0.8571428571428571	1	MAP3K6	STE	STE11	ASK
MAP3K7	0.6718	236	KEA3	0.3028571428571429	3	MAP3K7	TKL	MLK	TAK1
MAP3K8	0.12253499999999999	87	KEA3	0.7485714285714286	2	MAP3K8	STE	STE-UNIQUE	NA
MAP4K1	1	253	KEA3	0	4	MAP4K1	STE	STE20	KHS
MAP4K2	0.50565	172	KEA3	0.5	2	MAP4K2	STE	STE20	KHS
MAP4K3	1	253	KEA3	0	4	MAP4K3	STE	STE20	KHS
MAP4K4	1	253	KEA3	0	4	MAP4K4	STE	STE20	MSN
MAP4K5	0.5002215	143	KEA3	0.5885714285714285	2	MAP4K5	STE	STE20	KHS
MAPK1	7.684213333333333e-4	16	KEA3	0.9571428571428572	1	MAPK1	CMGC	MAPK	ERK1
MAPK10	0.35607	126	KEA3	0.6371428571428571	2	MAPK10	CMGC	MAPK	JNK
MAPK11	0.6666856333333333	201	KEA3	0.4085714285714286	3	MAPK11	CMGC	MAPK	P38
MAPK12	0.6670133333333333	212	KEA3	0.3742857142857143	3	MAPK12	CMGC	MAPK	P38
MAPK13	0.753	252	KEA3	0.2571428571428571	3	MAPK13	CMGC	MAPK	P38
MAPK14	0.004133	26	KEA3	0.9285714285714286	1	MAPK14	CMGC	MAPK	P38
MAPK15	0.52345	182	KEA3	0.4685714285714286	3	MAPK15	CMGC	MAPK	ERK7
MAPK3	0.0037746878333333334	25	KEA3	0.9314285714285714	1	MAPK3	CMGC	MAPK	ERK1
MAPK6	0.6045	193	KEA3	0.4342857142857143	3	MAPK6	CMGC	MAPK	ERK3
MAPK7	0.6694766666666667	230	KEA3	0.32	3	MAPK7	CMGC	MAPK	ERK5
MAPK8	0.024516666666666666	53	KEA3	0.8457142857142858	1	MAPK8	CMGC	MAPK	JNK
MAPK9	0.134075	91	KEA3	0.7371428571428571	2	MAPK9	CMGC	MAPK	JNK
MAPKAPK2	0.020666666666666667	48	KEA3	0.86	1	MAPKAPK2	CAMK	MAPKAPK	MAPKAPK
MAPKAPK3	1	253	KEA3	0	4	MAPKAPK3	CAMK	MAPKAPK	MAPKAPK
MAPKAPK5	0.16373666666666667	103	KEA3	0.7028571428571428	2	MAPKAPK5	CAMK	MAPKAPK	MAPKAPK
MARK2	0.483	138	KEA3	0.6028571428571429	2	MARK2	CAMK	CAMKL	MARK
MARK3	0.118	85	KEA3	0.7542857142857143	1	MARK3	CAMK	CAMKL	MARK
MARK4	1	253	KEA3	0	4	MARK4	CAMK	CAMKL	MARK
MAST1	1	253	KEA3	0	4	MAST1	AGC	MAST	MAST
MAST2	1	253	KEA3	0	4	MAST2	AGC	MAST	MAST
MATK	0.0435	64	KEA3	0.8142857142857143	1	MATK	TK	CSK	NA
MELK	1	253	KEA3	0	4	MELK	CAMK	CAMKL	MELK
MERTK	1	253	KEA3	0	4	MERTK	TK	AXL	NA
MET	0.666738	205	KEA3	0.39714285714285713	3	MET	TK	MET	NA
MKNK1	0.40403333333333336	134	KEA3	0.6142857142857143	2	MKNK1	CAMK	MAPKAPK	MNK
MKNK2	0.551	189	KEA3	0.44571428571428573	3	MKNK2	CAMK	MAPKAPK	MNK
MOK	1	253	KEA3	0	4	MOK	CMGC	RCK	NA
MOS	1	253	KEA3	0	4	MOS	OTHER	MOS	NA
MST1R	0.148	99	KEA3	0.7142857142857143	2	MST1R	TK	MET	NA
MTOR	0.36716666666666664	129	KEA3	0.6285714285714286	2	MTOR	ATYPICAL	PIKK	FRAP
MYLK2	0.6135	194	KEA3	0.43142857142857144	3	MYLK2	CAMK	MLCK	NA
MYO3A	0.165	104	KEA3	0.7	2	MYO3A	STE	STE20	NINAC
NEK10	1	253	KEA3	0	4	NEK10	OTHER	NEK	NEK10
NEK11	1	253	KEA3	0	4	NEK11	OTHER	NEK	NEK11
NEK2	0.6670466666666667	213	KEA3	0.37142857142857144	3	NEK2	OTHER	NEK	NEK2
NEK3	0.636	196	KEA3	0.4257142857142857	3	NEK3	OTHER	NEK	NEK1
NEK4	1	253	KEA3	0	4	NEK4	OTHER	NEK	NEK4
NEK6	0.1374	92	KEA3	0.7342857142857143	2	NEK6	OTHER	NEK	NEK6
NEK8	1	253	KEA3	0	4	NEK8	OTHER	NEK	NEK8
NEK9	0.5004095	151	KEA3	0.5628571428571428	2	NEK9	OTHER	NEK	NEK8
NIM1K	1	253	KEA3	0	4	NIM1K	CAMK	CAMKL	NIM1
NLK	0.6799333333333333	243	KEA3	0.28285714285714286	3	NLK	CMGC	MAPK	NMO
NPR2	0.5004805	156	KEA3	0.5485714285714286	2	NPR2	RGC	RGC	NA
NRBP2	1	253	KEA3	0	4	NRBP2	OTHER	NRBP	NA
NTRK1	0.00492	27	KEA3	0.9257142857142857	1	NTRK1	TK	TRK	NA
NTRK2	0.00114	19	KEA3	0.9485714285714286	1	NTRK2	TK	TRK	NA
NTRK3	0.227	115	KEA3	0.6685714285714286	2	NTRK3	TK	TRK	NA
NUAK1	0.6708333333333333	235	KEA3	0.3057142857142857	3	NUAK1	CAMK	CAMKL	NUAK
NUAK2	1	253	KEA3	0	4	NUAK2	CAMK	CAMKL	NUAK
OXSR1	1	253	KEA3	0	4	OXSR1	STE	STE20	FRAY
PAK1	2.8132e-4	10	KEA3	0.9742857142857143	1	PAK1	STE	STE20	PAKA
PAK2	0.66742	221	KEA3	0.3457142857142857	3	PAK2	STE	STE20	PAKA
PAK3	0.0169	47	KEA3	0.8628571428571429	1	PAK3	STE	STE20	PAKA
PAK4	0.08174966666666666	74	KEA3	0.7857142857142857	1	PAK4	STE	STE20	PAKB
PAK5	1	253	KEA3	0	4	PAK5	STE	STE20	PAKB
PAK6	0.500304	148	KEA3	0.5742857142857143	2	PAK6	STE	STE20	PAKB
PASK	0.0743	71	KEA3	0.7942857142857143	1	PASK	CAMK	CAMKL	PASK
PBK	0.07636666666666667	72	KEA3	0.7914285714285715	1	PBK	OTHER	TOPK	NA
PDGFRA	0.0135	44	KEA3	0.8742857142857143	1	PDGFRA	TK	PDGFR	NA
PDGFRB	0.693	247	KEA3	0.2714285714285714	3	PDGFRB	TK	PDGFR	NA
PDIK1L	1	253	KEA3	0	4	PDIK1L	OTHER	NKF4	NA
PDK1	0.2515	120	KEA3	0.6542857142857142	2	PDK1	ATYPICAL	PDHK	PDHK
PDPK1	0.20353500000000002	111	KEA3	0.68	2	PDPK1	AGC	PDK1	NA
PIK3CA	0.0101	39	KEA3	0.8914285714285715	1	PIK3CA	NA	NA	NA
PIK3CB	1	253	KEA3	0	4	PIK3CB	NA	NA	NA
PIK3CG	1	253	KEA3	0	4	PIK3CG	NA	NA	NA
PIK3R4	0.0169	47	KEA3	0.8628571428571429	1	PIK3R4	OTHER	VPS15	NA
PIM1	0.011050933333333332	41	KEA3	0.8828571428571429	1	PIM1	CAMK	PIM	NA
PIM2	0.0832	75	KEA3	0.7828571428571428	1	PIM2	CAMK	PIM	NA
PINK1	1	253	KEA3	0	4	PINK1	OTHER	NKF2	NA
PKMYT1	1	253	KEA3	0	4	PKMYT1	OTHER	WEE	NA
PKN1	0.6667506666666667	206	KEA3	0.3942857142857143	3	PKN1	AGC	PKN	NA
PLK1	0.035616666666666665	61	KEA3	0.8228571428571428	1	PLK1	OTHER	PLK	PLK1
PLK2	1	253	KEA3	0	4	PLK2	OTHER	PLK	PLK2
PLK3	5.27e-4	12	KEA3	0.9685714285714285	1	PLK3	OTHER	PLK	PLK2
PLK4	1	253	KEA3	0	4	PLK4	OTHER	PLK	SAK
PNCK	1	253	KEA3	0	4	PNCK	CAMK	CAMK1	NA
PRKAA1	7.15e-5	4	KEA3	0.9914285714285714	1	PRKAA1	CAMK	CAMKL	AMPK
PRKAA2	0.6669096666666666	209	KEA3	0.38571428571428573	3	PRKAA2	CAMK	CAMKL	AMPK
PRKACA	3.0133333349101172e-5	2	KEA3	0.9971428571428571	1	PRKACA	AGC	PKA	NA
PRKACB	1	253	KEA3	0	4	PRKACB	AGC	PKA	NA
PRKCA	6.7666903e-6	1	KEA3	1	1	PRKCA	AGC	PKC	ALPHA
PRKCB	0.176379	106	KEA3	0.6942857142857143	2	PRKCB	AGC	PKC	ALPHA
PRKCD	0.19213333333333335	108	KEA3	0.6885714285714286	2	PRKCD	AGC	PKC	DELTA
PRKCE	0.15597	101	KEA3	0.7085714285714285	2	PRKCE	AGC	PKC	ETA
PRKCG	0.6667193333333333	204	KEA3	0.4	3	PRKCG	AGC	PKC	ALPHA
PRKCH	0.6672866666666667	217	KEA3	0.35714285714285715	3	PRKCH	AGC	PKC	ETA
PRKCI	0.13196666666666665	89	KEA3	0.7428571428571429	2	PRKCI	AGC	PKC	IOTA
PRKCQ	0.1293401	88	KEA3	0.7457142857142857	2	PRKCQ	AGC	PKC	DELTA
PRKCZ	0.039094333333333335	63	KEA3	0.8171428571428572	1	PRKCZ	AGC	PKC	IOTA
PRKD1	6.7461e-4	15	KEA3	0.96	1	PRKD1	CAMK	PKD	NA
PRKD2	0.4214	135	KEA3	0.6114285714285714	2	PRKD2	CAMK	PKD	NA
PRKD3	0.204	112	KEA3	0.6771428571428572	2	PRKD3	CAMK	PKD	NA
PRKDC	0.15768563333333332	102	KEA3	0.7057142857142857	2	PRKDC	ATYPICAL	PIKK	DNAPK
PRKG1	0.012000623333333333	42	KEA3	0.88	1	PRKG1	AGC	PKG	NA
PRKG2	0.500436	153	KEA3	0.5571428571428572	2	PRKG2	AGC	PKG	NA
PRKX	0.011	40	KEA3	0.8857142857142857	1	PRKX	AGC	PKA	NA
PRKY	1	253	KEA3	0	4	PRKY	AGC	PKA	NA
PRPF4B	0.50228	167	KEA3	0.5171428571428571	2	PRPF4B	CMGC	DYRK	PRP4
PTK2	0.6759333333333334	240	KEA3	0.2914285714285714	3	PTK2	TK	FAK	NA
PTK2B	0.053288999999999996	67	KEA3	0.8057142857142857	1	PTK2B	TK	FAK	NA
PTK6	0.35704	127	KEA3	0.6342857142857142	2	PTK6	TK	SRC	SRM
PXK	0.50054	157	KEA3	0.5457142857142857	2	PXK	OTHER	SLOB	NA
RAF1	0.13305666666666666	90	KEA3	0.74	2	RAF1	TKL	RAF	RAF
RET	0.6670133333333333	212	KEA3	0.3742857142857143	3	RET	TK	RET	NA
RIOK1	1	253	KEA3	0	4	RIOK1	ATYPICAL	RIO	RIO1
RIPK1	0.154	100	KEA3	0.7114285714285714	2	RIPK1	TKL	RIPK	NA
RIPK2	0.552	190	KEA3	0.44285714285714284	3	RIPK2	TKL	RIPK	NA
RIPK3	0.08005	73	KEA3	0.7885714285714286	1	RIPK3	TKL	RIPK	NA
ROCK1	0.14005566666666666	94	KEA3	0.7285714285714285	2	ROCK1	AGC	DMPK	ROCK
ROCK2	0.7336666666666667	250	KEA3	0.26285714285714284	3	ROCK2	AGC	DMPK	ROCK
RPS6KA1	8.191433333333334e-5	8	KEA3	0.98	1	RPS6KA1	AGC	RSK	RSK
RPS6KA2	0.50269	168	KEA3	0.5142857142857142	2	RPS6KA2	AGC	RSK	RSK
RPS6KA3	7.906666666666666e-5	6	KEA3	0.9857142857142858	1	RPS6KA3	AGC	RSK	RSK
RPS6KA4	0.50001725	140	KEA3	0.5971428571428572	2	RPS6KA4	AGC	RSK	MSK
RPS6KA5	0.11617936666666667	84	KEA3	0.7571428571428571	1	RPS6KA5	AGC	RSK	MSK
RPS6KB1	0.02311766666666667	51	KEA3	0.8514285714285714	1	RPS6KB1	AGC	RSK	P70
RPS6KB2	0.66774	224	KEA3	0.33714285714285713	3	RPS6KB2	AGC	RSK	P70
RPS6KL1	1	253	KEA3	0	4	RPS6KL1	AGC	RSKL	NA
SCYL1	1	253	KEA3	0	4	SCYL1	OTHER	SCY1	NA
SCYL2	0.5162	179	KEA3	0.47714285714285715	3	SCYL2	OTHER	SCY1	NA
SCYL3	1	253	KEA3	0	4	SCYL3	OTHER	SCY1	NA
SGK1	0.6686866666666667	229	KEA3	0.32285714285714284	3	SGK1	AGC	SGK	NA
SGK2	0.0974	78	KEA3	0.7742857142857142	1	SGK2	AGC	SGK	NA
SGK3	8.18e-4	17	KEA3	0.9542857142857143	1	SGK3	AGC	SGK	NA
SIK1	0.7415	251	KEA3	0.26	3	SIK1	CAMK	CAMKL	QIK
SIK2	1	253	KEA3	0	4	SIK2	CAMK	CAMKL	QIK
SMG1	1	253	KEA3	0	4	SMG1	ATYPICAL	PIKK	SMG1
SNRK	1	253	KEA3	0	4	SNRK	CAMK	CAMKL	SNRK
SRC	8.131666666666667e-5	7	KEA3	0.9828571428571429	1	SRC	TK	SRC	SRCA
SRMS	8.19e-4	18	KEA3	0.9514285714285714	1	SRMS	TK	SRC	SRM
